time,latitude,longitude,distance_from_center_km,likelihood
2026-08-20 06:00:00,19.56644779758151,69.97697375881538,3.0859697452266808,0.21649143257917802
2026-08-20 06:00:00,19.533458901600593,70.01850440023992,3.450344000131994,0.14674667467228666
2026-08-20 06:00:00,19.576349518824248,69.98776711367233,2.4767073971260096,0.3764850273124138
2026-08-20 06:00:00,19.55839509123465,69.99413871554684,1.32768385026437,0.7685961320502914
2026-08-20 06:00:00,19.565368353969067,70.00834827493021,0.413182192773925,0.9967381278626647
2026-08-20 06:00:00,19.577212658205994,70.0036980669247,1.6772854162264623,0.6474545452747342
2026-08-20 06:00:00,19.563079528645076,69.99402494225681,1.2707565336778257,0.7873841235592663
2026-08-20 06:00:00,19.568110450485865,69.97930212849593,2.881200921795893,0.264289027000141
2026-08-20 06:00:00,19.569907523002755,70.01456382964598,1.2216579642844008,0.803273811499372
2026-08-20 06:00:00,19.540923425435583,70.01344790113852,2.4904902453839792,0.3723003003119719
2026-08-20 06:00:00,19.544198090925875,70.02637407292912,2.9162844231359464,0.25565676406377535
2026-08-20 06:00:00,19.58381553289052,69.99481655620545,2.668085167860287,0.32057858211620194
2026-08-20 06:00:00,19.553561744869196,69.99439226249106,1.564369436174111,0.6873264404664794
2026-08-20 06:00:00,19.574760006278275,69.9792190563171,3.13855467464448,0.2052259563836645
2026-08-20 06:00:00,19.537276932048695,70.01599713104119,2.9603610147739703,0.24507061451522952
2026-08-20 06:00:00,19.566142180202704,70.03461733779699,3.008746258487975,0.2337828382814452
2026-08-20 06:00:00,19.551528669431033,70.00207093305734,1.2670664767789759,0.7885889014803573
2026-08-20 06:00:00,19.572491417049168,70.01073950272361,1.2312530587644124,0.8001930759277791
2026-08-20 06:00:00,19.576511109921416,69.97767490986877,3.3708517098546054,0.1603302176554309
2026-08-20 06:00:00,19.548821145950292,69.99061348763681,2.2068830676670483,0.4627580110380888
2026-08-20 06:00:00,19.56315752794316,69.9878110005048,1.9200576747370148,0.5614166195215937
2026-08-20 06:00:00,19.54882224827999,70.02466931848689,2.44645755237165,0.3857511837964334
2026-08-20 06:00:00,19.587516883812064,70.00115706459266,2.8495765661504664,0.27222589698286737
2026-08-20 06:00:00,19.586409871748653,69.98579149150574,3.4214594691191915,0.15158009068753994
2026-08-20 06:00:00,19.565272584039377,69.98851913088603,1.8732234995603632,0.5779389249976161
2026-08-20 06:00:00,19.572615147374094,70.03639787200089,3.365843617738699,0.1612157922580255
2026-08-20 06:00:00,19.557415631738305,70.00723994498902,0.5518412538779969,0.9751991123926421
2026-08-20 06:00:00,19.584889282800237,70.01292091767918,2.607906443587193,0.33763470820643177
2026-08-20 06:00:00,19.576483229435393,70.02811453863185,2.786789392489733,0.2884178876955809
2026-08-20 06:00:00,19.55808863859479,69.99620460743832,1.1389658449430027,0.8292866249921601
