time,wind_u_ms,wind_v_ms,current_u_ms,current_v_ms,oil_drift_u_ms,oil_drift_v_ms
2026-08-20 00:00:00,5.0,2.3,0.28,0.1,0.43000000000000005,0.16899999999999998
2026-08-20 01:00:00,5.191770215441681,2.2834870838944212,0.27834870838944215,0.10494807918509047,0.4341018148526926,0.17345269170192312
2026-08-20 02:00:00,5.336588393923159,2.235766178233084,0.27357661782330844,0.10958851077208406,0.4336742696410032,0.17666149611907658
2026-08-20 03:00:00,5.398997994641622,2.162090691760442,0.2662090691760442,0.11363277520046669,0.4281790090152928,0.17849549595327996
2026-08-20 04:00:00,5.363718970730273,2.0705712719908966,0.2570571271990897,0.11682941969615794,0.41796869632099787,0.17894655785588484
2026-08-20 05:00:00,5.239388857641583,1.9712829355956873,0.24712829355956872,0.11897969238711173,0.4043099592888162,0.17811818045498234
2026-08-20 06:00:00,5.056448003223947,1.8751559490358574,0.23751559490358573,0.11994989973208109,0.3892090350003041,0.1762045782031568
2026-08-20 07:00:00,4.859686708924152,1.792772558075037,0.22927725580750372,0.11967971893747875,0.3750678570752283,0.17346289567972986
2026-08-20 08:00:00,4.6972790018768285,1.7332020295360877,0.22332020295360877,0.11818594853651364,0.3642385730099136,0.17018200942259626
2026-08-20 09:00:00,4.608987952933961,1.7030022510198664,0.22030022510198663,0.11556146393775843,0.35856986369000543,0.16665153146835443
2026-08-20 10:00:00,4.616430290134745,1.7054977985866764,0.22054977985866764,0.11196944288207913,0.35904268856271,0.1631343768396794
2026-08-20 11:00:00,4.717783869771843,1.7404139471191291,0.22404139471191292,0.10763321984104664,0.3655749108050682,0.1598456382546205
2026-08-20 12:00:00,4.88823380072043,1.8039069137409165,0.23039069137409163,0.10282240016119736,0.3770377053957045,0.15693960757342484
