vessel_id,time,latitude,longitude,speed_knots,heading_deg,synthetic_label
V001,2026-08-20 06:00:00,19.497686479625703,70.0138515011255,0.2981384930315465,49.22910314174021,GROUND_TRUTH_SOURCE
V001,2026-08-20 07:00:00,19.50095337048235,70.01785274889929,0.2999282289745208,49.102390623213296,GROUND_TRUTH_SOURCE
V001,2026-08-20 08:00:00,19.5042561613588,70.02187020697355,0.3020335175096487,48.90646710540199,GROUND_TRUTH_SOURCE
V001,2026-08-20 09:00:00,19.507594168951165,70.02590195345687,0.3040333036017283,48.70552333372518,GROUND_TRUTH_SOURCE
V001,2026-08-20 10:00:00,19.510958087675277,70.02994449350246,0.3055179728505958,48.561169136194,GROUND_TRUTH_SOURCE
V001,2026-08-20 11:00:00,19.514332267998217,70.03399314404228,0.3061822197932577,48.51692397408567,GROUND_TRUTH_SOURCE
V001,2026-08-20 12:00:00,19.51769854798981,70.03804254932781,0.3058963572590276,48.588270317153615,GROUND_TRUTH_SOURCE
V002,2026-08-20 06:00:00,19.6558561613588,70.01190195345687,0.1298458023317273,62.34095014535512,CANDIDATE
V002,2026-08-20 07:00:00,19.656894168951165,70.01394449350245,0.1313785745495449,61.64680289508817,CANDIDATE
V002,2026-08-20 08:00:00,19.65795808767527,70.0159931440423,0.1324274344248258,61.12469560919101,CANDIDATE
V002,2026-08-20 09:00:00,19.659032267998214,70.01804254932782,0.1327630395646211,60.90034129201729,CANDIDATE
V002,2026-08-20 10:00:00,19.660098547989808,70.02008727052348,0.1323000587373582,61.02403256441306,CANDIDATE
V002,2026-08-20 11:00:00,19.661140699996515,70.02212238444693,0.1311249401069997,61.46314781182696,CANDIDATE
V002,2026-08-20 12:00:00,19.662148403736992,70.024144025543,0.1294733369709928,62.10677307722312,CANDIDATE
V003,2026-08-20 06:00:00,19.428958087675277,70.14404254932782,0.1083524241837333,330.17798789390883,CANDIDATE
V003,2026-08-20 07:00:00,19.430532267998217,70.14308727052348,0.10901935636198,330.21837135185945,CANDIDATE
V003,2026-08-20 08:00:00,19.43209854798981,70.14212238444694,0.1088797355876046,329.84576317134935,CANDIDATE
V003,2026-08-20 09:00:00,19.43364069999652,70.141144025543,0.1080179956485502,329.10929102361376,CANDIDATE
V003,2026-08-20 10:00:00,19.435148403737,70.14014981142769,0.1067180014734044,328.12466886365814,CANDIDATE
V003,2026-08-20 11:00:00,19.43661977306689,70.13913910515546,0.10537472811942,327.0661162491725,CANDIDATE
V003,2026-08-20 12:00:00,19.438061817772788,70.13811308533816,0.104380599825793,326.1404016285363,CANDIDATE
V004,2026-08-20 06:00:00,19.59409854798981,70.168144025543,0.1253009990071546,243.3901585813457,CANDIDATE
V004,2026-08-20 07:00:00,19.59314069999652,70.1661498114277,0.1267570873376236,242.98596075547908,CANDIDATE
V004,2026-08-20 08:00:00,19.592148403737,70.16413910515546,0.128538063586828,242.3528991943668,CANDIDATE
V004,2026-08-20 09:00:00,19.591119773066893,70.16211308533816,0.1303292987034709,241.679428445212,CANDIDATE
V004,2026-08-20 10:00:00,19.590061817772785,70.16007461639617,0.1317923796155705,241.15039842136028,CANDIDATE
V004,2026-08-20 11:00:00,19.58898872733193,70.15802793322558,0.1326406793163831,240.90330890770235,CANDIDATE
V004,2026-08-20 12:00:00,19.587918396833366,70.15597817499493,0.1327130423151715,241.0026121722292,CANDIDATE
V005,2026-08-20 06:00:00,19.362148403736995,69.95911308533816,0.1467996128760153,34.707997954197424,CANDIDATE
V005,2026-08-20 07:00:00,19.364119773066893,69.96057461639616,0.1446032096373973,34.970449046233625,CANDIDATE
V005,2026-08-20 08:00:00,19.366061817772785,69.96202793322558,0.1428926540412825,35.22216060495697,CANDIDATE
V005,2026-08-20 09:00:00,19.367988727331934,69.96347817499492,0.1420488462909122,35.37601764128328,CANDIDATE
V005,2026-08-20 10:00:00,19.369918396833366,69.96493081939413,0.1422624247090408,35.38175734179532,CANDIDATE
V005,2026-08-20 11:00:00,19.371868045636003,69.96639107961693,0.1434914385420992,35.244374165225736,CANDIDATE
V005,2026-08-20 12:00:00,19.37385000146902,69.96786333046072,0.1454702675282629,35.02139018951897,CANDIDATE
