time,latitude,longitude,distance_from_center_km,likelihood
2026-08-20 10:00:00,19.586411323196728,70.04366710133039,1.4297924863741998,0.16966366858901946
2026-08-20 10:00:00,19.573999311961636,70.06167971760183,1.2547274807997897,0.25764049194926336
2026-08-20 10:00:00,19.58887383018884,70.0514446241033,0.7734386939401978,0.6135363519782053
2026-08-20 10:00:00,19.580160074294135,70.04382906288953,1.4767013404992828,0.15029900611273583
2026-08-20 10:00:00,19.59437744142794,70.06424484451627,1.3237029628746162,0.21996702105303653
2026-08-20 10:00:00,19.59578763379874,70.05533159380519,1.2700405212463657,0.2489368028472614
2026-08-20 10:00:00,19.585113309038263,70.04759306877592,1.0055164741681384,0.42507109379619656
2026-08-20 10:00:00,19.586063872528584,70.04989192118549,0.7826515918028966,0.6057675399607396
2026-08-20 10:00:00,19.587387864427814,70.06039432247233,0.4657034086684071,0.8610886961851659
2026-08-20 10:00:00,19.572259995727112,70.06136398115001,1.425080837083863,0.17170444326745488
2026-08-20 10:00:00,19.578201298200362,70.06420999526814,1.012668085863095,0.4196524459567673
2026-08-20 10:00:00,19.589926508920094,70.05431912345878,0.674772236231803,0.6966288058557305
2026-08-20 10:00:00,19.57985644049577,70.05095040921498,0.829700189429271,0.5662672786146714
2026-08-20 10:00:00,19.589019582080642,70.04738935278924,1.1415971400276308,0.32784479186524135
2026-08-20 10:00:00,19.579153450014502,70.05928368281553,0.6306653324967779,0.7332112597646461
2026-08-20 10:00:00,19.586262390917,70.07032416666624,1.3883018905151159,0.18824623576767696
2026-08-20 10:00:00,19.57339588482797,70.05298363415585,1.3063954003781637,0.22905001345431183
2026-08-20 10:00:00,19.595032917414162,70.0619331281622,1.2723174332255325,0.24765918001246423
2026-08-20 10:00:00,19.588642845235807,70.04885562454372,0.9860067644260782,0.4400081982797008
2026-08-20 10:00:00,19.577235008784612,70.04882230213913,1.188042462027556,0.29778202446734053
2026-08-20 10:00:00,19.585004385815253,70.04623657345724,1.1463945350766702,0.3246616298085332
2026-08-20 10:00:00,19.577828649818187,70.0663417658539,1.2091959533087864,0.2846573669045247
2026-08-20 10:00:00,19.588340348694537,70.05642142177321,0.43588957611389434,0.8819106936040322
2026-08-20 10:00:00,19.591301614110808,70.05142981475895,0.9672469461744875,0.4545757809132995
2026-08-20 10:00:00,19.584968806199868,70.05430491286116,0.3059932861833051,0.9607854154100076
2026-08-20 10:00:00,19.58771735995675,70.06666182323765,1.0542672067840142,0.3887738453968652
2026-08-20 10:00:00,19.57688754466025,70.05889447202989,0.8615031791866858,0.5398314785414987
2026-08-20 10:00:00,19.589423773400576,70.0586663571747,0.5702450569260601,0.7820596848814974
2026-08-20 10:00:00,19.586938307889167,70.06098758926298,0.4823449775583251,0.8490970606691447
2026-08-20 10:00:00,19.5802494186371,70.04714779163807,1.1498696827901203,0.32236688598328284
2026-08-20 10:00:00,19.584296127182917,70.05126348453105,0.6195435248697171,0.7423297130417089
2026-08-20 10:00:00,19.597207612165317,70.05438768028047,1.4427474714404436,0.16414319744348557
2026-08-20 10:00:00,19.579755693944733,70.06690043882267,1.143410496858363,0.32663951406805736
2026-08-20 10:00:00,19.57901482415931,70.06332576624104,0.8834348081230349,0.5217767579648438
2026-08-20 10:00:00,19.57428127742763,70.05928073040532,1.1530654169791008,0.3202648967762085
2026-08-20 10:00:00,19.585237300638305,70.05919568729335,0.22651425963241115,0.9976192561778577
2026-08-20 10:00:00,19.593541469526308,70.06741660577521,1.4685905589350805,0.15352463031906832
2026-08-20 10:00:00,19.57520403972329,70.05869914930406,1.041721043812366,0.39796838396569106
2026-08-20 10:00:00,19.58620827320403,70.06974100353169,1.327084873439956,0.21822114697066702
2026-08-20 10:00:00,19.582603289858508,70.05357156408857,0.43144234820597616,0.8849396396511379
